track_artist,track_name,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,speechiness,track_popularity,playlist_name,track_album_release_date,instrumentalness,key,duration_ms,acousticness,playlist_subgenre
Enya,Only Time,0.249,82.803,0.418,blues,-13.744,0.112,0.213,0.0301,71,Classic Blues,2000-11-11,0.661,3,218547,0.841,classic
Semicenk,Kader Sağ Olsun,0.656,120.001,0.685,turkish,-8.028,0.318,0.556,0.0411,70,Turkish Pop,2024-08-09,0.0,7,172000,0.702,pop
Kavinsky,Nightcall,0.874,91.038,0.532,electronic,-5.183,0.452,0.361,0.0482,73,Vaporwave Essentials,2010,0.012,9,258413,0.00842,vaporwave
"Bad Bunny, Buscabulla",Andrea,0.616,103.071,0.797,latin,-10.229,0.0979,0.451,0.375,74,Reggaeton Hits,2022-05-06,0.000293,1,339612,0.762,reggaeton
"Ñengo Flow, Bad Bunny",Gato de Noche,0.662,93.976,0.892,latin,-3.894,0.363,0.607,0.162,68,Chill Spanish Vibes,2022-12-22,1.24e-06,8,227013,0.169,chill
Miguel,Sure Thing,0.607,81.001,0.684,pop,-8.127,0.191,0.498,0.1,85,Soft Pop Hits,2010-11-26,0.000307,11,195373,0.0267,soft
Fall Out Boy,"Sugar, We're Goin Down",0.842,162.011,0.494,punk,-4.784,0.122,0.574,0.0843,76,Pop Punk Powerhouses,2005-05-03,0.0,7,229093,0.00579,pop punk
Bobby Helms,Jingle Bell Rock,0.424,119.705,0.754,pop,-8.463,0.0652,0.806,0.0363,80,Global Top 50,1957-12-02,0.0,2,130973,0.643,global
SZA,Broken Clocks,0.684,112.912,0.692,r&b,-7.364,0.156,0.406,0.155,80,R&B Hits,2017-06-09,0.0,6,231253,0.131,modern
Arctic Monkeys,505,0.866,140.266,0.526,rock,-5.822,0.0945,0.248,0.0568,84,Indie Rock Roadtrip,2007-04-22,7.78e-05,0,253587,0.00287,indie
Alice In Chains,Would? (2022 Remaster),0.842,100.127,0.297,rock,-7.457,0.0848,0.586,0.0488,72,Alternative Rock,1992-09-29,9.1e-06,6,206773,0.000286,alternative
Dominic Fike,3 Nights,0.518,151.891,0.815,rock,-6.594,0.104,0.877,0.0897,77,Feel Good Indie Rock,2018-10-16,0.0,7,177667,0.223,feel-good
"Icona Pop, Charli xcx",I Love It (feat. Charli XCX),0.906,125.916,0.711,electronic,-2.671,0.153,0.824,0.0284,71,EDM Hits,2013-08-27,1.64e-05,8,157153,0.00952,modern
Joan Jett & the Blackhearts,I Love Rock 'N Roll,0.716,94.379,0.535,rock,-5.025,0.659,0.901,0.0431,77,Rock Classics,1981-11-18,0.0,4,175173,0.326,classic
Jósean Log,Chachachá,0.321,110.827,0.68,world,-10.944,0.125,0.416,0.0376,77,Tuvan Throat Singing,2016-10-14,4.67e-06,5,215986,0.791,throat singing
BABYMONSTER,LIKE THAT,0.5,101.959,0.871,k-pop,-8.675,0.0672,0.76,0.103,75,K-Pop Daebak,2024-04-01,3.49e-06,11,168359,0.32,modern
Bon Jovi,You Give Love A Bad Name,0.959,122.805,0.541,rock,-2.947,0.344,0.812,0.0505,81,80s Rock Anthems,1986-08-16,2.18e-06,0,222707,0.0663,80s
Panic! At The Disco,I Write Sins Not Tragedies,0.83,170.094,0.569,punk,-4.106,0.114,0.609,0.14,72,Pop Punk Powerhouses,2005-09-27,0.0,9,186635,0.0807,pop punk
Guns N' Roses,Sweet Child O' Mine,0.952,125.304,0.445,rock,-5.321,0.112,0.624,0.0522,84,Rock Classics,1987-07-21,0.0843,6,356067,0.09,classic
Bon Iver,S P E Y S I D E,0.247,140.232,0.467,folk,-14.161,0.157,0.258,0.0314,72,Indie Folk,2024-09-20,0.0157,7,209078,0.906,indie
Whitney Houston,I Will Always Love You,0.214,67.531,0.332,blues,-12.518,0.0839,0.11,0.0349,75,Classic Blues,1992-11-17,5.62e-06,4,271093,0.845,classic
"The Cinematic Orchestra, Patrick Watson",To Build A Home,0.122,148.658,0.264,folk,-15.399,0.094,0.0735,0.0349,72,Indie Folk,2007-05-07,0.349,9,371320,0.885,indie
"P!nk, Nate Ruess",Just Give Me a Reason (feat. Nate Ruess),0.547,95.0,0.778,pop,-7.273,0.132,0.442,0.0489,83,Soft Pop Hits,2012-09-18,0.000306,2,242733,0.344,soft
"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,0.81,126.052,0.572,pop,-5.791,0.13,0.11,0.0558,72,Throwback Party,2013-02-01,6.53e-06,1,214912,0.0157,throwback
"Hanumankind, Kalmi",Big Dawgs,0.745,180.098,0.464,gaming,-3.202,0.363,0.262,0.161,85,Top Gaming Tracks,2024-07-09,0.0,4,190667,0.0235,modern
Gregory Alan Isakov,Big Black Car,0.186,110.044,0.6,folk,-15.926,0.104,0.468,0.0317,76,Indie Folk,2009-01-01,0.00102,3,217467,0.909,indie
James Blunt,You're Beautiful,0.479,81.998,0.675,blues,-9.87,0.088,0.454,0.0278,75,Classic Blues,2005-08-08,1.76e-05,0,209493,0.633,classic
"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,0.55,101.19,0.551,pop,-5.339,0.202,0.342,0.0286,78,Soft Pop Hits,2022-04-22,0.0,10,176440,0.777,soft
Central Cee,Loading,0.68,144.006,0.85,hip-hop,-6.18,0.0964,0.694,0.338,70,Gangster Rap,2021-03-12,0.0,3,173333,0.732,gangster
"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",8 ASLE,0.684,100.042,0.769,hip-hop,-6.113,0.18,0.483,0.148,68,Desi Hip-Hop,2023-11-17,0.0,10,161000,0.0977,desi
Imagine Dragons,Demons,0.71,89.929,0.5,pop,-3.015,0.329,0.419,0.0339,72,Soft Pop Hits,2012-09-04,0.00025,3,175200,0.19,soft
Bad Bunny,Tití Me Preguntó,0.715,106.672,0.65,latin,-5.198,0.126,0.187,0.253,79,Reggaeton Hits,2022-05-06,0.000291,5,243717,0.0993,reggaeton
Journey,Don't Stop Believin',0.802,119.25,0.491,rock,-7.106,0.387,0.472,0.0392,72,80s Rock Anthems,2001-10-16,0.0,4,248907,0.25,80s
BANNERS,Someone To You,0.903,74.988,0.52,pop,-5.497,0.254,0.652,0.042,74,Soft Pop Hits,2019-10-04,0.0,2,219801,0.00517,soft
Travis Scott,SICKO MODE,0.73,155.008,0.834,arabic,-3.714,0.124,0.446,0.222,81,Arab X,2018-08-03,0.0,8,312820,0.00513,modern
Asake,Lonely At The Top,0.801,104.986,0.778,arabic,-7.326,0.0912,0.914,0.106,70,Arab X,2023-06-15,0.000155,6,157714,0.692,modern
"Lady Gaga, Colby O'Donis",Just Dance,0.739,118.99,0.822,pop,-4.541,0.181,0.745,0.0311,79,Throwback Party,2008-01-01,4.28e-05,1,241933,0.0264,throwback
Chief Keef,Love Sosa,0.413,131.964,0.772,hip-hop,-8.194,0.111,0.211,0.0891,77,Trap,2012-01-01,0.0,0,246213,0.0361,trap
Jimin,Who,0.756,116.034,0.66,pop,-3.743,0.193,0.838,0.032,92,Today's Top Hits,2024-07-19,0.0,0,170888,0.00289,mainstream
Beastie Boys,Sabotage,0.938,168.131,0.324,rock,-7.332,0.0961,0.543,0.102,71,Rock Classics,1994-05-23,0.0321,6,178440,0.032,classic
J. Cole,Neighbors,0.283,138.97,0.898,hip-hop,-12.335,0.11,0.469,0.356,68,Chill Hop,2016-12-09,0.000383,6,216520,0.319,chill
Faye Webster,In A Good Way,0.286,71.123,0.587,pop,-8.839,0.214,0.302,0.0315,71,Bedroom Pop,2021-06-25,0.0288,9,224680,0.185,bedroom
Ashanti,Foolish,0.695,90.119,0.665,r&b,-5.763,0.106,0.707,0.0532,72,R&B Hits,2002-01-01,0.0,0,227387,0.347,modern
"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",Brown Munde,0.611,100.024,0.854,indian,-6.26,0.119,0.417,0.0864,68,Bhangra Bangers,2020-09-18,0.0,8,254400,0.223,bhangra
Chappell Roan,"Good Luck, Babe!",0.582,116.712,0.7,pop,-5.96,0.0881,0.785,0.0356,94,Global Top 50,2024-04-05,0.0,11,218424,0.0502,global
Avril Lavigne,Complicated,0.776,77.987,0.585,pop,-5.898,0.3,0.427,0.0459,81,Soft Pop Hits,2002-06-04,7.74e-06,5,244507,0.0572,soft
"David Guetta, Bebe Rexha",I'm Good (Blue),0.965,128.04,0.561,gaming,-3.673,0.371,0.304,0.0343,85,Top Gaming Tracks,2022-08-26,7.07e-06,7,175238,0.00383,modern
Karan Aujla,On Top,0.75,139.979,0.831,hip-hop,-5.42,0.111,0.662,0.153,70,Desi Hip-Hop,2022-11-25,0.0,10,183429,0.0188,desi
Sean Kingston,Beautiful Girls,0.661,130.009,0.762,blues,-6.075,0.256,0.769,0.0687,78,Classic Blues,2007-07-23,0.0,1,225373,0.15,classic
Shubh,Dior,0.362,115.974,0.967,hip-hop,-11.374,0.124,0.633,0.159,69,Desi Hip-Hop,2023-05-19,0.00637,5,139134,0.514,desi
Linkin Park,In the End,0.864,105.143,0.556,pop,-5.87,0.209,0.4,0.0584,88,Global Top 50,2000,0.0,3,216880,0.00958,global
Lynyrd Skynyrd,Free Bird,0.834,118.222,0.249,rock,-8.21,0.0924,0.337,0.0574,75,Southern Rock,1973-01-01,9.69e-05,0,547107,0.0742,southern
Maroon 5,This Love,0.862,95.051,0.712,pop,-4.612,0.093,0.809,0.0378,82,Soft Pop Hits,2002,0.0,5,206200,0.0525,soft
"Guru Josh Project, Klaas",Infinity 2008 - Klaas Vocal Edit,0.862,128.036,0.498,pop,-6.02,0.352,0.469,0.0588,73,Throwback Party,2008-05-07,0.00918,7,192294,0.000313,throwback
Taylor Swift,I Can Do It With a Broken Heart,0.751,129.994,0.701,gaming,-8.39,0.15,0.22,0.0502,83,Top Gaming Tracks,2024-04-18,0.0,0,218005,0.123,modern
Calvin Harris,Summer,0.856,127.949,0.596,electronic,-3.556,0.141,0.743,0.0346,81,Techno Bunker,2014-10-31,0.0178,4,222533,0.0211,techno
Los Ángeles Azules,17 Años,0.483,90.941,0.738,latin,-9.097,0.086,0.774,0.0526,68,Cumbia Classics,1999-01-01,0.0,0,181307,0.467,cumbia
Arctic Monkeys,I Wanna Be Yours,0.417,67.528,0.464,pop,-9.345,0.0974,0.479,0.0256,90,Global Top 50,2013-09-09,0.022,0,183956,0.136,global
"Mora, JHAYCO",MEMORIAS,0.707,127.963,0.771,latin,-6.404,0.0745,0.317,0.055,73,Reggaeton Hits,2022-04-01,0.0,2,228750,0.389,reggaeton
"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",0.63,89.991,0.654,pop,-4.644,0.111,0.43,0.0259,70,Soft Pop Hits,2019-10-04,0.0,10,167693,0.153,soft
NewJeans,How Sweet,0.895,124.994,0.803,k-pop,-2.888,0.154,0.757,0.0623,78,K-Pop Daebak,2024-05-24,5.67e-06,1,219027,0.0816,modern
Jin,Running Wild,0.711,146.921,0.487,pop,-4.22,0.152,0.317,0.0322,71,Global Top 50,2024-11-19,0.0,8,151647,0.000175,global
Tyla,PUSH 2 START,0.814,93.482,0.683,afrobeats,-3.505,0.0858,0.758,0.0466,78,African Heat,2024-10-11,0.00826,2,156826,0.277,african
ECLIPSE,Sudden Shower,0.506,133.403,0.469,korean,-6.283,0.102,0.217,0.0291,70,K-Drama OSTs,2024-04-08,0.0,0,233031,0.587,drama
Irene Cara,Flashdance...What a Feeling - Radio Edit,0.655,122.49,0.572,pop,-7.027,0.0901,0.392,0.0344,75,Throwback Party,1983-11-02,3.41e-06,7,237053,0.00579,throwback
"Feid, ATL Jacob",LUNA,0.86,100.019,0.774,latin,-2.888,0.116,0.446,0.13,88,Reggaeton Hits,2023-12-01,0.0,7,196800,0.131,reggaeton
Los Enanitos Verdes,Lamento Boliviano,0.735,123.57,0.714,rock,-7.125,0.115,0.68,0.0306,77,Spanish Rock Classics,1994-01-01,0.000622,4,222227,0.176,spanish
Colter Wall,The Devil Wears a Suit and Tie,0.316,127.823,0.625,folk,-12.124,0.194,0.452,0.0815,70,American Folk,2015-06-02,0.238,6,236027,0.777,american
Royel Otis,Oysters In My Pocket,0.924,168.017,0.598,rock,-4.974,0.17,0.611,0.0623,76,Feel Good Indie Rock,2022-03-10,0.799,6,162339,0.0205,feel-good
Conan Gray,Heather,0.425,102.078,0.357,pop,-7.301,0.322,0.27,0.0333,83,Soft Pop Hits,2020-03-20,0.0,5,198040,0.584,soft
Bad Bunny,Efecto,0.475,98.047,0.801,latin,-8.797,0.0639,0.234,0.0516,79,Reggaeton Hits,2022-05-06,1.73e-05,7,213061,0.141,reggaeton
Coldplay,The Scientist,0.442,146.277,0.557,pop,-7.224,0.11,0.213,0.0243,84,Soft Pop Hits,2002-08-27,1.46e-05,5,309600,0.731,soft
Metallica,Master Of Puppets,0.836,105.173,0.543,metal,-9.11,0.153,0.56,0.0353,75,Metal Essentials,1986-03-03,0.431,4,515387,0.000647,classic
Phil Collins,Another Day in Paradise - 2016 Remaster,0.565,101.967,0.78,blues,-7.32,0.063,0.365,0.0306,77,Classic Blues,1989-11-20,0.00269,3,322133,0.736,classic
"Lil Baby, Gunna, Lil Uzi Vert",Life Goes On,0.541,139.978,0.716,arabic,-7.909,0.115,0.387,0.149,72,Arab X,2018-05-18,0.0,1,247055,0.0021,modern
Lil Tecca,Ransom,0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,0.287,84,Top Gaming Tracks,2019-08-30,0.0,7,131240,0.0204,modern
"The Chainsmokers, Coldplay",Something Just Like This,0.635,103.019,0.617,pop,-6.769,0.164,0.446,0.0317,86,Soft Pop Hits,2017-04-07,1.44e-05,11,247160,0.0498,soft
Billie Eilish,BIRDS OF A FEATHER,0.507,104.978,0.747,pop,-10.171,0.117,0.438,0.0358,97,Global Top 50,2024-05-17,0.0608,2,210373,0.2,global
"CURSEDEVIL, DJ FKU, Skorde",TUCA DONKA,0.963,130.028,0.817,gaming,-3.318,0.312,0.502,0.0353,77,Top Gaming Tracks,2023-07-28,0.767,1,75692,0.0683,modern
Calvin Harris,Summer,0.856,127.949,0.596,pop,-3.556,0.141,0.743,0.0346,81,Throwback Party,2014-10-31,0.0178,4,222533,0.0211,throwback
"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),0.648,93.2,0.737,afrobeats,-5.493,0.105,0.746,0.138,77,African Heat,2024-10-18,6.92e-06,1,259354,0.252,african
My Chemical Romance,Helena,0.96,125.921,0.356,punk,-3.487,0.209,0.0857,0.104,76,Pop Punk Powerhouses,2004-06-08,0.0,4,204733,0.0142,pop punk
BigXthaPlug,2AM,0.681,114.991,0.884,hip-hop,-5.839,0.277,0.324,0.149,69,RapCaviar,2024-10-11,0.0,8,184294,0.0439,modern
Rihanna,Disturbia,0.814,124.921,0.707,pop,-4.509,0.168,0.717,0.0577,78,Throwback Party,2008-06-02,0.0,11,238627,0.0861,throwback
"The Weeknd, Playboi Carti",Timeless (with Playboi Carti),0.722,119.973,0.769,hip-hop,-5.485,0.111,0.57,0.0507,92,Chill Hop,2024-09-27,2.56e-06,11,256000,0.0584,chill
Lavern,Hold Me,0.942,120.0,0.762,electronic,-6.432,0.115,0.038,0.038,72,Deep House Relax,2023-03-31,0.764,9,140000,0.586,deep house
Brent Faiyaz,Poison,0.394,117.489,0.689,r&b,-10.102,0.0859,0.382,0.065,78,R&B Hits,2016-08-03,0.000905,2,212992,0.711,modern
Polo G,Martin & Gina,0.534,93.924,0.832,hip-hop,-7.813,0.165,0.116,0.253,78,Melodic Rap,2020-05-15,0.0,1,132833,0.345,melodic
"Myke Towers, Bad Bunny",ADIVINO,0.854,117.994,0.786,latin,-2.4,0.106,0.522,0.0741,77,Reggaeton Hits,2024-04-25,2.39e-05,10,278644,0.169,reggaeton
"Ayo Maff, Fireboy DML",Dealer,0.651,67.813,0.49,ambient,-6.259,0.108,0.567,0.138,68,Meditative Vibes,2024-04-16,7.59e-06,11,180594,0.714,meditative
"Future, Metro Boomin, Kendrick Lamar",Like That,0.676,162.012,0.814,gaming,-4.67,0.119,0.312,0.231,83,Top Gaming Tracks,2024-03-22,1.28e-05,11,267707,0.00709,modern
Bad Bunny,Moscow Mule,0.674,99.968,0.804,latin,-5.453,0.115,0.292,0.0333,79,Reggaeton Hits,2022-05-06,1.18e-06,5,245940,0.294,reggaeton
MGMT,Time to Pretend,0.94,100.99,0.438,rock,-3.249,0.3,0.421,0.0452,73,Feel Good Indie Rock,2007-12-14,0.0777,2,261000,8.74e-05,feel-good
Gibran Alcocer,Idea 1,0.146,172.13,0.265,classical,-21.134,0.104,0.416,0.0323,71,Neo-Classical,2022-08-16,0.893,8,154500,0.985,neo-classical
"Dave, Burna Boy",Location (feat. Burna Boy),0.496,109.979,0.812,ambient,-5.969,0.0955,0.55,0.297,73,Meditative Vibes,2019-03-08,0.0,9,241293,0.271,meditative
"Drake, Tems",Fountains (with Tems),0.485,100.053,0.843,latin,-8.735,0.107,0.689,0.195,68,Afro-Latin Party,2021-09-03,0.0675,10,192418,0.181,afro-latin
"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",Te Maceto Depois Do Baile,0.789,130.053,0.89,brazilian,-1.826,0.192,0.758,0.428,69,Brazilian Funk,2024-05-14,0.0,11,199615,0.147,funk
Jet,Are You Gonna Be My Girl,0.957,105.105,0.606,rock,-3.404,0.14,0.603,0.0814,72,Indie Rock Roadtrip,2003,0.000295,2,213800,0.00117,indie
John Mellencamp,Hurts So Good,0.737,125.447,0.785,rock,-5.306,0.108,0.971,0.0363,69,80s Rock Anthems,1982,0.000107,9,218960,0.042,80s
Imagine Dragons,Thunder,0.822,167.997,0.604,pop,-4.833,0.147,0.288,0.0438,84,Soft Pop Hits,2017-06-23,0.134,0,187147,0.00672,soft
Rio Romeo,Nothing's New,0.394,96.192,0.421,ambient,-8.312,0.0984,0.399,0.0277,78,Dark Academia,2022-09-23,4.74e-06,11,211000,0.863,academic
"Mc Pogba, DJ Guih Da ZO",Ela Joga na Hora,0.669,130.05,0.949,brazilian,-3.922,0.169,0.843,0.222,78,Brazilian Funk,2024-03-28,0.000592,2,132923,0.36,funk
"Zedd, Foxes",Clarity,0.781,128.0,0.509,electronic,-3.48,0.0749,0.176,0.072,73,EDM Hits,2012-01-01,0.0,8,271427,0.0398,modern
Gibran Alcocer,Idea 9,0.138,128.563,0.34,classical,-24.95,0.112,0.325,0.0357,72,Neo-Classical,2023-05-26,0.846,2,137547,0.984,neo-classical
"Dave, Central Cee",UK Rap,0.674,140.065,0.922,hip-hop,-4.429,0.128,0.726,0.366,69,UK Drill,2023-06-04,3.07e-06,1,198027,0.323,drill
"Filipe Ret, Dallass, Hunter",Deus Perdoa,0.671,147.037,0.607,hip-hop,-6.934,0.128,0.316,0.0863,68,Trap,2023-03-21,1.31e-06,4,137143,0.403,trap
Brent Faiyaz,Been Away,0.5,132.798,0.602,r&b,-9.377,0.295,0.395,0.298,75,R&B Hits,2020-02-07,5.69e-05,8,223630,0.477,modern
LATIN MAFIA,Siento que merezco más,0.445,156.023,0.55,latin,-9.548,0.507,0.512,0.0847,73,Viva Latino,2024-10-24,0.00318,7,166159,0.262,modern
"Alok, Zeeba, Bruno Martini",Hear Me Now,0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,0.0389,73,EDM Hits,2016-10-21,0.00289,11,194840,0.546,modern
Myles Smith,Stargazing,0.601,123.994,0.635,pop,-6.129,0.11,0.332,0.0295,88,Today's Top Hits,2024-05-10,0.0,1,172533,0.246,mainstream
"Bad Bunny, Mora",HIBIKI,0.645,119.935,0.801,latin,-5.605,0.118,0.528,0.0706,70,Reggaeton Hits,2023-10-13,0.0,6,208000,0.604,reggaeton
Joey Bada$$,Righteous Minds,0.638,94.893,0.809,hip-hop,-5.646,0.453,0.608,0.28,68,Chill Hop,2012-06-12,0.0,8,224043,0.262,chill
Omah Lay,Holy Ghost,0.415,113.976,0.823,ambient,-10.845,0.128,0.488,0.0637,70,Meditative Vibes,2023-11-09,0.0316,5,186154,0.471,meditative
"FOLA, Bnxn",alone - Remix,0.52,95.865,0.578,afrobeats,-8.399,0.124,0.425,0.151,68,African Heat,2024-10-04,3.38e-06,11,154579,0.554,african
Queen,Another One Bites The Dust - Remastered 2011,0.528,109.975,0.932,rock,-6.472,0.163,0.757,0.161,71,80s Rock Anthems,1980-06-27,0.329,5,214653,0.115,80s
Mario,Let Me Love You,0.588,94.519,0.686,blues,-8.343,0.0954,0.617,0.0554,75,Classic Blues,2004-03-15,0.0,7,249120,0.178,classic
"Dave, Central Cee",Sprinter,0.681,139.057,0.918,ambient,-4.705,0.0615,0.706,0.201,79,Meditative Vibes,2023-06-01,0.0,1,229133,0.263,meditative
Eternxlkz,SLAY!,0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,0.0345,80,Top Gaming Tracks,2024-03-15,0.734,1,107077,0.0863,modern
Bruno Mars,Just the Way You Are,0.841,109.021,0.635,pop,-5.379,0.0622,0.424,0.0422,85,Global Top 50,2010-05-11,0.0,5,220734,0.0134,global
Thin Lizzy,The Boys Are Back In Town,0.706,80.823,0.445,rock,-9.803,0.205,0.768,0.0461,70,Rock Classics,1976,0.000252,8,266720,0.234,classic
"Lil Baby, Gunna",Ready (feat. Gunna),0.395,76.984,0.793,arabic,-5.578,0.109,0.128,0.385,69,Arab X,2018-11-30,1.4e-05,1,213287,0.277,modern
Rema,Calm Down,0.781,107.007,0.811,latin,-6.333,0.121,0.824,0.0428,69,Afro-Latin Party,2022-02-10,0.001,11,219813,0.376,afro-latin
Outkast,ATLiens,0.734,97.044,0.918,hip-hop,-2.832,0.191,0.608,0.269,70,90s Hip-Hop,1996-08-27,8.01e-06,11,230693,0.0296,90s
Amy Winehouse,You Know I'm No Good,0.495,103.375,0.694,pop,-14.222,0.0644,0.799,0.0329,74,Soft Pop Hits,2006,0.00351,9,257187,0.0137,soft
"JACKBOYS, Pop Smoke, Travis Scott",GATTI,0.676,143.477,0.594,hip-hop,-5.808,0.163,0.472,0.344,69,Gangster Rap,2019-12-27,0.0,2,181145,0.135,gangster
Hozier,Too Sweet,0.643,117.025,0.74,pop,-5.446,0.0407,0.96,0.0413,84,Global Top 50,2024-08-19,0.00229,10,251424,0.041,global
New Radicals,You Get What You Give,0.901,113.967,0.621,rock,-5.396,0.0875,0.744,0.0302,74,Feel Good Indie Rock,1998-01-01,0.0,2,300773,0.17,feel-good
Hozier,Too Sweet,0.62,117.038,0.741,rock,-5.505,0.0398,0.934,0.0412,79,Alternative Rock,2024-03-22,0.000809,10,251424,0.0295,alternative
Ocie Elliott,Down by the Water,0.331,95.015,0.611,folk,-12.493,0.117,0.559,0.028,73,Indie Folk,2018-10-19,0.000276,4,178293,0.93,indie
Nicki Minaj,Starships,0.716,125.006,0.747,pop,-2.457,0.251,0.751,0.0751,76,Throwback Party,2012-01-01,0.0,11,210627,0.135,throwback
Key Glock,Mr. Glock,0.946,150.141,0.804,hip-hop,-5.949,0.359,0.745,0.352,70,Gangster Rap,2020-01-31,0.0,7,146880,0.002,gangster
"Davido, YG Marley",Awuke,0.792,113.981,0.749,afrobeats,-4.621,0.0712,0.903,0.0402,76,Afro Hits,2024-10-31,1.63e-05,5,172632,0.308,nigerian
Whitney Houston,Saving All My Love for You,0.264,99.304,0.636,blues,-14.567,0.275,0.264,0.0263,68,Classic Blues,1985-02-14,4.22e-05,6,238467,0.593,classic
Conan Gray,Astronomy,0.343,145.115,0.474,ambient,-8.571,0.305,0.152,0.027,72,Dark Academia,2022-06-24,2.65e-05,4,243907,0.578,academic
"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",Faz um Vuk Vuk (Teto Espelhado),0.413,130.078,0.92,brazilian,-7.901,0.133,0.679,0.0752,72,Brazilian Funk,2023-07-20,0.0514,7,138462,0.504,funk
Morgan Wallen,Love Somebody,0.843,122.064,0.619,pop,-5.348,0.164,0.746,0.0284,86,Today's Top Hits,2024-10-18,0.000118,5,204829,0.00948,mainstream
Korn,Freak On a Leash,0.898,103.299,0.353,metal,-5.877,0.39,0.525,0.052,77,Death Metal Essentials,1998-08-18,0.105,2,255733,2.23e-05,death
"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,0.0923,83,Tropical House,2024-07-19,0.89,6,145599,0.633,tropical
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),0.668,87.973,0.573,hip-hop,-4.356,0.109,0.145,0.0467,82,Trap,2022-12-02,4.01e-05,7,199920,0.189,trap
"Sonny Fodera, Jazzy, D.O.D",Somedays,0.753,127.926,0.671,gaming,-6.045,0.177,0.543,0.0298,79,Top Gaming Tracks,2024-07-26,1.29e-05,4,207168,0.019,modern
"The Notorious B.I.G., Mase, Diddy",Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,0.884,104.536,0.845,hip-hop,-4.506,0.203,0.904,0.0759,72,90s Hip-Hop,1997-03-04,2.1e-06,6,257400,0.0128,90s
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,0.552,144.941,0.64,arabic,-5.679,0.119,0.112,0.129,84,Arab X,2024-03-22,0.0,2,228267,0.0215,modern
Morat,Cómo Te Atreves,0.888,130.97,0.617,latin,-4.567,0.162,0.771,0.0402,72,Chill Spanish Vibes,2016-06-17,0.0,4,240560,0.0705,chill
Portugal. The Man,Feel It Still,0.795,79.028,0.801,rock,-5.115,0.0717,0.754,0.0504,81,Feel Good Indie Rock,2017-06-16,0.000113,1,163253,0.0417,feel-good
"Bad Bunny, JHAYCO",Tarot,0.684,114.011,0.795,latin,-3.971,0.658,0.419,0.0419,76,Reggaeton Hits,2022-05-06,0.0,11,237895,0.0225,reggaeton
Pat Benatar,Hit Me With Your Best Shot,0.58,127.402,0.741,rock,-9.05,0.212,0.944,0.0304,70,Rock Classics,1980-08-05,3.61e-05,4,171267,0.117,classic
"Metro Boomin, 21 Savage",10 Freaky Girls (with 21 Savage),0.353,87.997,0.797,arabic,-9.931,0.102,0.0731,0.369,73,Arab X,2018-11-06,0.0,6,208293,0.59,modern
Tate McRae,2 hands,0.806,104.032,0.608,pop,-3.443,0.191,0.587,0.0486,79,Today's Top Hits,2024-11-14,0.0,1,181821,0.121,mainstream
Avril Lavigne,Sk8er Boi,0.9,149.937,0.487,punk,-4.417,0.358,0.484,0.0482,77,Pop Punk Powerhouses,2002-06-04,0.0,0,204000,6.79e-05,pop punk
"DENNIS, MC Kevin o Chris",Tá OK,0.96,130.118,0.863,brazilian,-1.458,0.0853,0.586,0.0492,71,Brazilian Funk,2023-05-04,0.00526,11,92093,0.497,funk
Shaboozey,A Bar Song (Tipsy),0.706,80.969,0.722,pop,-4.857,0.067,0.599,0.0292,84,Global Top 50,2024-05-31,0.0,9,171292,0.072,global
"Ja Rule, Ashanti",Always On Time,0.705,96.644,0.838,r&b,-6.131,0.336,0.837,0.29,72,R&B Hits,2001-10-02,0.0,5,245093,0.195,modern
Key Glock,Russian Cream,0.774,130.007,0.867,hip-hop,-5.791,0.157,0.549,0.315,69,Gangster Rap,2018-02-02,0.0,11,142498,0.11,gangster
CYRIL,Stumblin' In,0.518,126.089,0.875,electronic,-8.388,0.125,0.37,0.0551,84,Tropical House,2023-11-10,0.00995,2,213364,0.0638,tropical
"Jhené Aiko, Kendrick Lamar",Stay Ready (What A Life),0.493,82.887,0.347,r&b,-11.548,0.127,0.308,0.29,75,R&B Hits,2013-01-01,0.00366,8,382760,0.455,modern
BABYMONSTER,SHEESH,0.728,140.041,0.774,k-pop,-5.079,0.0473,0.461,0.169,78,K-Pop Daebak,2024-04-01,0.0,2,170357,0.113,modern
